HITId	WorkTimeInSeconds	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category
2YQ8MQU6L5OBI3509CO4EIJGPM4WD0	82	446	approval	57	And Clinton 's	approval	rating is higher than the rating for his policies ( an ass-backward situation&#44in Chatterbox 's view&#44since Clinton-the-person is usually much easier to hate than Clinton-the-policymaker ) .	DOT	Category1
2YQ8MQU6L5OBI3509CO4EIJGPM4WD0	2	446	approval	57	And Clinton 's	approval	rating is higher than the rating for his policies ( an ass-backward situation&#44in Chatterbox 's view&#44since Clinton-the-person is usually much easier to hate than Clinton-the-policymaker ) .	DOT	Categpory2
22XQ0ONNVRH178B8WVIBB6NWRRUMVY	16	447	damage	57	Additionally&#44if cardiovascular risk subsides gradually upon smoking cessation&#44do vessel wall	damage	and pro-aggregatory cascades all completely reverse course upon cessation ?	PROC	Category3
22XQ0ONNVRH178B8WVIBB6NWRRUMVY	2	447	damage	57	Additionally&#44if cardiovascular risk subsides gradually upon smoking cessation&#44do vessel wall	damage	and pro-aggregatory cascades all completely reverse course upon cessation ?	PROC	Categpory2
22XQ0ONNVRH178B8WVIBB6NWRRUMVY	12	447	damage	57	Additionally&#44if cardiovascular risk subsides gradually upon smoking cessation&#44do vessel wall	damage	and pro-aggregatory cascades all completely reverse course upon cessation ?	PROC	Categpory2
22XQ0ONNVRH178B8WVIBB6NWRRUMVY	34	447	damage	57	Additionally&#44if cardiovascular risk subsides gradually upon smoking cessation&#44do vessel wall	damage	and pro-aggregatory cascades all completely reverse course upon cessation ?	PROC	Category3
22XQ0ONNVRH178B8WVIBB6NWRRUMVY	68	447	damage	57	Additionally&#44if cardiovascular risk subsides gradually upon smoking cessation&#44do vessel wall	damage	and pro-aggregatory cascades all completely reverse course upon cessation ?	PROC	Category1
27WOZFYQS1CSGDBEF64S8IC2W4NJMA	12	448	illustration	57	Lose the dismal cover	illustrations	and return to having a lead review or cover essay .	RES	Categpory2
27WOZFYQS1CSGDBEF64S8IC2W4NJMA	3	448	illustration	57	Lose the dismal cover	illustrations	and return to having a lead review or cover essay .	RES	Categpory2
27WOZFYQS1CSGDBEF64S8IC2W4NJMA	78	448	illustration	57	Lose the dismal cover	illustrations	and return to having a lead review or cover essay .	RES	Category1
27WOZFYQS1CSGDBEF64S8IC2W4NJMA	11	448	illustration	57	Lose the dismal cover	illustrations	and return to having a lead review or cover essay .	RES	Categpory2
27WOZFYQS1CSGDBEF64S8IC2W4NJMA	18	448	illustration	57	Lose the dismal cover	illustrations	and return to having a lead review or cover essay .	RES	Categpory2
2ELYOCCF0CP57OCS029I1YG57SHTUH	12	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new&#44probably soulless species&#44just as apes once became humans by the	invention	of the tool .	PROC	Category1
2ELYOCCF0CP57OCS029I1YG57SHTUH	38	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new&#44probably soulless species&#44just as apes once became humans by the	invention	of the tool .	PROC	Category1
2ELYOCCF0CP57OCS029I1YG57SHTUH	10	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new&#44probably soulless species&#44just as apes once became humans by the	invention	of the tool .	PROC	Category1
2ELYOCCF0CP57OCS029I1YG57SHTUH	72	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new&#44probably soulless species&#44just as apes once became humans by the	invention	of the tool .	PROC	Categpory2
2ELYOCCF0CP57OCS029I1YG57SHTUH	7	449	invention	57	Its message is that the advanced technological future--what we now call the age of digitalization--will transform the human race into a new&#44probably soulless species&#44just as apes once became humans by the	invention	of the tool .	PROC	Categpory2
2E924SMEZZ2M5B9MR9ZPDY39B263KD	14	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	Categpory2
2E924SMEZZ2M5B9MR9ZPDY39B263KD	3	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	Categpory2
2E924SMEZZ2M5B9MR9ZPDY39B263KD	4	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	Category1
2E924SMEZZ2M5B9MR9ZPDY39B263KD	70	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	Category1
2E924SMEZZ2M5B9MR9ZPDY39B263KD	8	450	purchase	57	Tasting and	purchases	are possible at many of the properties .	RES	Category1
2H1G5TYMNCWYYVWER7JSLX121UXJNA	9	451	reference	57	&#34 Stinking fish &#34 was a derogatory Elizabethan	reference	to vaginal odor ; and cod--as in cod piece--was slang for penis .	RES	Category1
2H1G5TYMNCWYYVWER7JSLX121UXJNA	95	451	reference	57	&#34 Stinking fish &#34 was a derogatory Elizabethan	reference	to vaginal odor ; and cod--as in cod piece--was slang for penis .	RES	Categpory2
2H1G5TYMNCWYYVWER7JSLX121UXJNA	13	451	reference	57	&#34 Stinking fish &#34 was a derogatory Elizabethan	reference	to vaginal odor ; and cod--as in cod piece--was slang for penis .	RES	Categpory2
2H1G5TYMNCWYYVWER7JSLX121UXJNA	9	451	reference	57	&#34 Stinking fish &#34 was a derogatory Elizabethan	reference	to vaginal odor ; and cod--as in cod piece--was slang for penis .	RES	Categpory2
2H1G5TYMNCWYYVWER7JSLX121UXJNA	84	451	reference	57	&#34 Stinking fish &#34 was a derogatory Elizabethan	reference	to vaginal odor ; and cod--as in cod piece--was slang for penis .	RES	Categpory2
28UJK63ZVE3HER7T0PH9NL5SLLBZAR	8	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	Category1
28UJK63ZVE3HER7T0PH9NL5SLLBZAR	18	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	Categpory2
28UJK63ZVE3HER7T0PH9NL5SLLBZAR	14	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	Categpory2
28UJK63ZVE3HER7T0PH9NL5SLLBZAR	83	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	Category1
28UJK63ZVE3HER7T0PH9NL5SLLBZAR	2	452	approval	58	High	approval	ratings cushion even a stonewall .	DOT	Categpory2
2P546UXFCD45K31S5SJNXKIOLZQTV6	81	453	construction	58	A huge&#44fenced-off area is under	construction	as a zona franca - tax-free business development area - intended to attract foreign investment .	PROC	Category1
2P546UXFCD45K31S5SJNXKIOLZQTV6	20	453	construction	58	A huge&#44fenced-off area is under	construction	as a zona franca - tax-free business development area - intended to attract foreign investment .	PROC	Category1
2P546UXFCD45K31S5SJNXKIOLZQTV6	12	453	construction	58	A huge&#44fenced-off area is under	construction	as a zona franca - tax-free business development area - intended to attract foreign investment .	PROC	Category1
2P546UXFCD45K31S5SJNXKIOLZQTV6	3	453	construction	58	A huge&#44fenced-off area is under	construction	as a zona franca - tax-free business development area - intended to attract foreign investment .	PROC	Categpory2
2P546UXFCD45K31S5SJNXKIOLZQTV6	9	453	construction	58	A huge&#44fenced-off area is under	construction	as a zona franca - tax-free business development area - intended to attract foreign investment .	PROC	Category1
28185OZIZEHMX1CL63H5IWPY33WZBM	20	454	illustration	58	An	illustration	: In most states&#44if I were your employer I could fire you just because I do n't like you&#44even though there 's no good reason for my dislike .	DOT	Categpory2
28185OZIZEHMX1CL63H5IWPY33WZBM	87	454	illustration	58	An	illustration	: In most states&#44if I were your employer I could fire you just because I do n't like you&#44even though there 's no good reason for my dislike .	DOT	Categpory2
28185OZIZEHMX1CL63H5IWPY33WZBM	3	454	illustration	58	An	illustration	: In most states&#44if I were your employer I could fire you just because I do n't like you&#44even though there 's no good reason for my dislike .	DOT	Categpory2
28185OZIZEHMX1CL63H5IWPY33WZBM	7	454	illustration	58	An	illustration	: In most states&#44if I were your employer I could fire you just because I do n't like you&#44even though there 's no good reason for my dislike .	DOT	Category1
28185OZIZEHMX1CL63H5IWPY33WZBM	27	454	illustration	58	An	illustration	: In most states&#44if I were your employer I could fire you just because I do n't like you&#44even though there 's no good reason for my dislike .	DOT	Categpory2
2ECYT3DHJHP4Y40JYJP8VSXAF9R1UH	8	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	&#44 a society based on the values of political freedom&#44economic opportunity&#44individual worth and equal justice . &#34	RES	Categpory2
2ECYT3DHJHP4Y40JYJP8VSXAF9R1UH	4	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	&#44 a society based on the values of political freedom&#44economic opportunity&#44individual worth and equal justice . &#34	RES	Categpory2
2ECYT3DHJHP4Y40JYJP8VSXAF9R1UH	71	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	&#44 a society based on the values of political freedom&#44economic opportunity&#44individual worth and equal justice . &#34	RES	Categpory2
2ECYT3DHJHP4Y40JYJP8VSXAF9R1UH	13	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	&#44 a society based on the values of political freedom&#44economic opportunity&#44individual worth and equal justice . &#34	RES	Categpory2
2ECYT3DHJHP4Y40JYJP8VSXAF9R1UH	5	455	invention	58	The NYT lead editorial on the 20 th century salutes &#34 the most distinctive of all American	inventions	&#44 a society based on the values of political freedom&#44economic opportunity&#44individual worth and equal justice . &#34	RES	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42JOP	9	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	Category1
2MTMJTUHYW2GGGWQSMJ50M17R42JOP	5	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	Categpory2
2MTMJTUHYW2GGGWQSMJ50M17R42JOP	19	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	Category1
2MTMJTUHYW2GGGWQSMJ50M17R42JOP	11	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	Category1
2MTMJTUHYW2GGGWQSMJ50M17R42JOP	88	456	simulation	58	One is the use of air conditioning	simulation	and the second is for the use of full environmental cells for air conditioning testing .	DOT	Category1
2CEJ5OPB0YVGMZLLEQYET9U4J8GY68	200	457	acquisition	59	Under the latest	acquisition	cost method&#44all like units that are held are valued at the invoice price of the most recent like item purchased&#44less any discounts&#44plus additional costs described in the following paragraphs .	DOT	Categpory2
2CEJ5OPB0YVGMZLLEQYET9U4J8GY68	17	457	acquisition	59	Under the latest	acquisition	cost method&#44all like units that are held are valued at the invoice price of the most recent like item purchased&#44less any discounts&#44plus additional costs described in the following paragraphs .	DOT	Category3
2CEJ5OPB0YVGMZLLEQYET9U4J8GY68	10	457	acquisition	59	Under the latest	acquisition	cost method&#44all like units that are held are valued at the invoice price of the most recent like item purchased&#44less any discounts&#44plus additional costs described in the following paragraphs .	DOT	Categpory2
2CEJ5OPB0YVGMZLLEQYET9U4J8GY68	6	457	acquisition	59	Under the latest	acquisition	cost method&#44all like units that are held are valued at the invoice price of the most recent like item purchased&#44less any discounts&#44plus additional costs described in the following paragraphs .	DOT	Category1
2CEJ5OPB0YVGMZLLEQYET9U4J8GY68	77	457	acquisition	59	Under the latest	acquisition	cost method&#44all like units that are held are valued at the invoice price of the most recent like item purchased&#44less any discounts&#44plus additional costs described in the following paragraphs .	DOT	Category1
2EZ0JPPSI2KY1G8R7MWKPM6X19YJP6	77	458	approval	59	Study	approval		DOT	Categpory2
2EZ0JPPSI2KY1G8R7MWKPM6X19YJP6	37	458	approval	59	Study	approval		DOT	Category3
2EZ0JPPSI2KY1G8R7MWKPM6X19YJP6	4	458	approval	59	Study	approval		DOT	Categpory2
2EZ0JPPSI2KY1G8R7MWKPM6X19YJP6	19	458	approval	59	Study	approval		DOT	Category1
2EZ0JPPSI2KY1G8R7MWKPM6X19YJP6	8	458	approval	59	Study	approval		DOT	Category1
29BMOFXRDS4IZS1XV2OJJM12S8STWG	28	459	classification	59	But Toobin 's	classification	system is suspect .	PROC	Category1
29BMOFXRDS4IZS1XV2OJJM12S8STWG	70	459	classification	59	But Toobin 's	classification	system is suspect .	PROC	Category1
29BMOFXRDS4IZS1XV2OJJM12S8STWG	3	459	classification	59	But Toobin 's	classification	system is suspect .	PROC	Categpory2
29BMOFXRDS4IZS1XV2OJJM12S8STWG	2	459	classification	59	But Toobin 's	classification	system is suspect .	PROC	Categpory2
29BMOFXRDS4IZS1XV2OJJM12S8STWG	13	459	classification	59	But Toobin 's	classification	system is suspect .	PROC	Category1
2ALHVWAVKI62AAD1JMTZD9QIOHUPH7	2	460	construction	59	Clinton will&#44says the paper&#44echoing reporting previously in the NYT&#44propose funding most of his social policy goals&#44from school	construction	to long-term care for the elderly&#44through targeted tax breaks rather than through new spending .	DOT	Categpory2
2ALHVWAVKI62AAD1JMTZD9QIOHUPH7	14	460	construction	59	Clinton will&#44says the paper&#44echoing reporting previously in the NYT&#44propose funding most of his social policy goals&#44from school	construction	to long-term care for the elderly&#44through targeted tax breaks rather than through new spending .	DOT	Category1
2ALHVWAVKI62AAD1JMTZD9QIOHUPH7	88	460	construction	59	Clinton will&#44says the paper&#44echoing reporting previously in the NYT&#44propose funding most of his social policy goals&#44from school	construction	to long-term care for the elderly&#44through targeted tax breaks rather than through new spending .	DOT	Category3
2ALHVWAVKI62AAD1JMTZD9QIOHUPH7	4	460	construction	59	Clinton will&#44says the paper&#44echoing reporting previously in the NYT&#44propose funding most of his social policy goals&#44from school	construction	to long-term care for the elderly&#44through targeted tax breaks rather than through new spending .	DOT	Category1
2ALHVWAVKI62AAD1JMTZD9QIOHUPH7	81	460	construction	59	Clinton will&#44says the paper&#44echoing reporting previously in the NYT&#44propose funding most of his social policy goals&#44from school	construction	to long-term care for the elderly&#44through targeted tax breaks rather than through new spending .	DOT	Category1
2J845UUKQOYGA9J057ZOK011PY5WET	7	461	damage	59	That 's wrong&#44because you can ( if you wish ) buy a $ 10&#44000 Treasury bill that will bring all your interest payments right back to you--thereby&#44in effect&#44taxing yourself to pay off the debt right away&#44and limiting your	damage	to the initial $ 10&#44000 .	RES	Categpory2
2J845UUKQOYGA9J057ZOK011PY5WET	70	461	damage	59	That 's wrong&#44because you can ( if you wish ) buy a $ 10&#44000 Treasury bill that will bring all your interest payments right back to you--thereby&#44in effect&#44taxing yourself to pay off the debt right away&#44and limiting your	damage	to the initial $ 10&#44000 .	RES	Category1
2J845UUKQOYGA9J057ZOK011PY5WET	5	461	damage	59	That 's wrong&#44because you can ( if you wish ) buy a $ 10&#44000 Treasury bill that will bring all your interest payments right back to you--thereby&#44in effect&#44taxing yourself to pay off the debt right away&#44and limiting your	damage	to the initial $ 10&#44000 .	RES	Category1
2J845UUKQOYGA9J057ZOK011PY5WET	23	461	damage	59	That 's wrong&#44because you can ( if you wish ) buy a $ 10&#44000 Treasury bill that will bring all your interest payments right back to you--thereby&#44in effect&#44taxing yourself to pay off the debt right away&#44and limiting your	damage	to the initial $ 10&#44000 .	RES	Categpory2
2J845UUKQOYGA9J057ZOK011PY5WET	39	461	damage	59	That 's wrong&#44because you can ( if you wish ) buy a $ 10&#44000 Treasury bill that will bring all your interest payments right back to you--thereby&#44in effect&#44taxing yourself to pay off the debt right away&#44and limiting your	damage	to the initial $ 10&#44000 .	RES	Category3
2F5J92NJKM05YD6SCWPW6GTQRXK9EG	28	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	Category1
2F5J92NJKM05YD6SCWPW6GTQRXK9EG	6	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	Categpory2
2F5J92NJKM05YD6SCWPW6GTQRXK9EG	14	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	Categpory2
2F5J92NJKM05YD6SCWPW6GTQRXK9EG	3	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	Categpory2
2F5J92NJKM05YD6SCWPW6GTQRXK9EG	80	462	discount	59	First- Class Mail is unzoned and receives no	discount	for being deposited near its destination .	RES	Categpory2
2H6UQIHPCGJ20TONLBWXL0JQ7YT71K	7	463	illustration	59	A 1 . 9 MB graphic rendition suitable for use image and	illustration	programs .	PROC	Category1
2H6UQIHPCGJ20TONLBWXL0JQ7YT71K	28	463	illustration	59	A 1 . 9 MB graphic rendition suitable for use image and	illustration	programs .	PROC	Category1
2H6UQIHPCGJ20TONLBWXL0JQ7YT71K	30	463	illustration	59	A 1 . 9 MB graphic rendition suitable for use image and	illustration	programs .	PROC	Categpory2
2H6UQIHPCGJ20TONLBWXL0JQ7YT71K	81	463	illustration	59	A 1 . 9 MB graphic rendition suitable for use image and	illustration	programs .	PROC	Categpory2
2H6UQIHPCGJ20TONLBWXL0JQ7YT71K	4	463	illustration	59	A 1 . 9 MB graphic rendition suitable for use image and	illustration	programs .	PROC	Category1
2TYW40SPW1IN983X8JA3RAB7TLWE1C	14	464	purchase	59	At the risk of making a one-way trip to Rikers Island ( &#34 I must take the Fifth about my wine	purchases	&#44 senator &#34 )&#44I spent a couple of weeks this summer surfing the Web for vino .	DOT	Category3
2TYW40SPW1IN983X8JA3RAB7TLWE1C	2	464	purchase	59	At the risk of making a one-way trip to Rikers Island ( &#34 I must take the Fifth about my wine	purchases	&#44 senator &#34 )&#44I spent a couple of weeks this summer surfing the Web for vino .	DOT	Categpory2
2TYW40SPW1IN983X8JA3RAB7TLWE1C	99	464	purchase	59	At the risk of making a one-way trip to Rikers Island ( &#34 I must take the Fifth about my wine	purchases	&#44 senator &#34 )&#44I spent a couple of weeks this summer surfing the Web for vino .	DOT	Category1
2TYW40SPW1IN983X8JA3RAB7TLWE1C	26	464	purchase	59	At the risk of making a one-way trip to Rikers Island ( &#34 I must take the Fifth about my wine	purchases	&#44 senator &#34 )&#44I spent a couple of weeks this summer surfing the Web for vino .	DOT	Category3
2TYW40SPW1IN983X8JA3RAB7TLWE1C	8	464	purchase	59	At the risk of making a one-way trip to Rikers Island ( &#34 I must take the Fifth about my wine	purchases	&#44 senator &#34 )&#44I spent a couple of weeks this summer surfing the Web for vino .	DOT	Categpory2
2KD0FK0COK2J1S967ZB9PRW765KJQX	7	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	Categpory2
2KD0FK0COK2J1S967ZB9PRW765KJQX	14	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	Categpory2
2KD0FK0COK2J1S967ZB9PRW765KJQX	75	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	Category1
2KD0FK0COK2J1S967ZB9PRW765KJQX	22	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	Category3
2KD0FK0COK2J1S967ZB9PRW765KJQX	5	465	simulation	59	The test of the null hypothesis that the mean difference between the intersection and two marker was zero was rejected for both sets of	simulations	0	DOT	Categpory2
2FT49F9SSSHXOS6N57K5L5F91AYTX9	4	466	classification	60	All the employer needs to do is give male and female employees a different job	classification	or title .	RES	Categpory2
2FT49F9SSSHXOS6N57K5L5F91AYTX9	8	466	classification	60	All the employer needs to do is give male and female employees a different job	classification	or title .	RES	Categpory2
2FT49F9SSSHXOS6N57K5L5F91AYTX9	12	466	classification	60	All the employer needs to do is give male and female employees a different job	classification	or title .	RES	Categpory2
2FT49F9SSSHXOS6N57K5L5F91AYTX9	19	466	classification	60	All the employer needs to do is give male and female employees a different job	classification	or title .	RES	Categpory2
2FT49F9SSSHXOS6N57K5L5F91AYTX9	75	466	classification	60	All the employer needs to do is give male and female employees a different job	classification	or title .	RES	Category1
2C18EBDPGFL6I3CVHOINHWIPD72H2C	130	467	construction	60	The Turkish newspaper Hurriyet in effect charged	construction	authorities with&#44and international papers roundly condemned their shoddy building standards .	DOT	Category1
2C18EBDPGFL6I3CVHOINHWIPD72H2C	14	467	construction	60	The Turkish newspaper Hurriyet in effect charged	construction	authorities with&#44and international papers roundly condemned their shoddy building standards .	DOT	Category1
2C18EBDPGFL6I3CVHOINHWIPD72H2C	6	467	construction	60	The Turkish newspaper Hurriyet in effect charged	construction	authorities with&#44and international papers roundly condemned their shoddy building standards .	DOT	Categpory2
2C18EBDPGFL6I3CVHOINHWIPD72H2C	9	467	construction	60	The Turkish newspaper Hurriyet in effect charged	construction	authorities with&#44and international papers roundly condemned their shoddy building standards .	DOT	Category1
2C18EBDPGFL6I3CVHOINHWIPD72H2C	4	467	construction	60	The Turkish newspaper Hurriyet in effect charged	construction	authorities with&#44and international papers roundly condemned their shoddy building standards .	DOT	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH722MX1	16	468	discount	60	We adopted a 3 percent	discount	rate for our Base analysis in this case to reflect reliance on a &#34 social rate of time preference &#34 discounting concept .	PROC	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH722MX1	40	468	discount	60	We adopted a 3 percent	discount	rate for our Base analysis in this case to reflect reliance on a &#34 social rate of time preference &#34 discounting concept .	PROC	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH722MX1	20	468	discount	60	We adopted a 3 percent	discount	rate for our Base analysis in this case to reflect reliance on a &#34 social rate of time preference &#34 discounting concept .	PROC	Categpory2
2SLQ39Z0B6UTBXG3WAJTZRKH722MX1	78	468	discount	60	We adopted a 3 percent	discount	rate for our Base analysis in this case to reflect reliance on a &#34 social rate of time preference &#34 discounting concept .	PROC	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH722MX1	4	468	discount	60	We adopted a 3 percent	discount	rate for our Base analysis in this case to reflect reliance on a &#34 social rate of time preference &#34 discounting concept .	PROC	Categpory2
2JSC9KSSZVXXPHR4C9BQSYGO02B3LG	79	469	illustration	60	The video of the president 's testimony will also lend itself to interstitial	illustration	0	DOT	Category1
2JSC9KSSZVXXPHR4C9BQSYGO02B3LG	10	469	illustration	60	The video of the president 's testimony will also lend itself to interstitial	illustration	0	DOT	Category1
2JSC9KSSZVXXPHR4C9BQSYGO02B3LG	29	469	illustration	60	The video of the president 's testimony will also lend itself to interstitial	illustration	0	DOT	Categpory2
2JSC9KSSZVXXPHR4C9BQSYGO02B3LG	5	469	illustration	60	The video of the president 's testimony will also lend itself to interstitial	illustration	0	DOT	Categpory2
2JSC9KSSZVXXPHR4C9BQSYGO02B3LG	6	469	illustration	60	The video of the president 's testimony will also lend itself to interstitial	illustration	0	DOT	Categpory2
2X12D21O3W5X4R6O7792OYEQ3YZ9FY	6	470	purchase	60	Management describes the costs of the new process&#44with the exception of the	purchase	cost of the compressor&#44as minor .	RES	Categpory2
2X12D21O3W5X4R6O7792OYEQ3YZ9FY	69	470	purchase	60	Management describes the costs of the new process&#44with the exception of the	purchase	cost of the compressor&#44as minor .	RES	Category1
2X12D21O3W5X4R6O7792OYEQ3YZ9FY	10	470	purchase	60	Management describes the costs of the new process&#44with the exception of the	purchase	cost of the compressor&#44as minor .	RES	Category1
2X12D21O3W5X4R6O7792OYEQ3YZ9FY	21	470	purchase	60	Management describes the costs of the new process&#44with the exception of the	purchase	cost of the compressor&#44as minor .	RES	Category3
2X12D21O3W5X4R6O7792OYEQ3YZ9FY	4	470	purchase	60	Management describes the costs of the new process&#44with the exception of the	purchase	cost of the compressor&#44as minor .	RES	Categpory2
23QJIA0RYNJ9PE6J4FWBQJTVZ47721	4	471	approval	61	&#44calculations&#44summarization&#44and reporting )&#44program modifications&#44and data review and	approval	0	RES	Categpory2
23QJIA0RYNJ9PE6J4FWBQJTVZ47721	77	471	approval	61	&#44calculations&#44summarization&#44and reporting )&#44program modifications&#44and data review and	approval	0	RES	Category1
23QJIA0RYNJ9PE6J4FWBQJTVZ47721	19	471	approval	61	&#44calculations&#44summarization&#44and reporting )&#44program modifications&#44and data review and	approval	0	RES	Category3
23QJIA0RYNJ9PE6J4FWBQJTVZ47721	11	471	approval	61	&#44calculations&#44summarization&#44and reporting )&#44program modifications&#44and data review and	approval	0	RES	Category1
23QJIA0RYNJ9PE6J4FWBQJTVZ47721	12	471	approval	61	&#44calculations&#44summarization&#44and reporting )&#44program modifications&#44and data review and	approval	0	RES	Category3
2YDWAVKI62NJDTO6KE09UH6C2RMJRY	3	472	classification	61	Discriminant analysis using these two latent factors would expect to perform very well in	classification	0	PROC	Category3
2YDWAVKI62NJDTO6KE09UH6C2RMJRY	110	472	classification	61	Discriminant analysis using these two latent factors would expect to perform very well in	classification	0	PROC	Category1
2YDWAVKI62NJDTO6KE09UH6C2RMJRY	7	472	classification	61	Discriminant analysis using these two latent factors would expect to perform very well in	classification	0	PROC	Category1
2YDWAVKI62NJDTO6KE09UH6C2RMJRY	4	472	classification	61	Discriminant analysis using these two latent factors would expect to perform very well in	classification	0	PROC	Categpory2
2YDWAVKI62NJDTO6KE09UH6C2RMJRY	6	472	classification	61	Discriminant analysis using these two latent factors would expect to perform very well in	classification	0	PROC	Category3
2VG5COW0LGRZQZZQX036ZNU0EJ0Y77	8	473	construction	61	The draft	construction	permit is then made available for public comment .	PROC	Category1
2VG5COW0LGRZQZZQX036ZNU0EJ0Y77	4	473	construction	61	The draft	construction	permit is then made available for public comment .	PROC	Categpory2
2VG5COW0LGRZQZZQX036ZNU0EJ0Y77	79	473	construction	61	The draft	construction	permit is then made available for public comment .	PROC	Category1
2VG5COW0LGRZQZZQX036ZNU0EJ0Y77	13	473	construction	61	The draft	construction	permit is then made available for public comment .	PROC	Categpory2
2VG5COW0LGRZQZZQX036ZNU0EJ0Y77	8	473	construction	61	The draft	construction	permit is then made available for public comment .	PROC	Category1
222H1Q6SVQ8HVZ9PCLC5SBVD0713MI	21	474	damage	61	The toxicity produced by mutant SOD 1 that leads to mitochondrial	damage	remains to be identified .	DOT	Categpory2
222H1Q6SVQ8HVZ9PCLC5SBVD0713MI	5	474	damage	61	The toxicity produced by mutant SOD 1 that leads to mitochondrial	damage	remains to be identified .	DOT	Categpory2
222H1Q6SVQ8HVZ9PCLC5SBVD0713MI	8	474	damage	61	The toxicity produced by mutant SOD 1 that leads to mitochondrial	damage	remains to be identified .	DOT	Category1
222H1Q6SVQ8HVZ9PCLC5SBVD0713MI	3	474	damage	61	The toxicity produced by mutant SOD 1 that leads to mitochondrial	damage	remains to be identified .	DOT	Category1
222H1Q6SVQ8HVZ9PCLC5SBVD0713MI	79	474	damage	61	The toxicity produced by mutant SOD 1 that leads to mitochondrial	damage	remains to be identified .	DOT	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECR6GJ	3	475	illustration	61	In addition to accounting topics&#44the index lists certain agencies or programs that have been used in	illustrations	or that have unique provisions within the standards .	RES	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECR6GJ	6	475	illustration	61	In addition to accounting topics&#44the index lists certain agencies or programs that have been used in	illustrations	or that have unique provisions within the standards .	RES	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECR6GJ	87	475	illustration	61	In addition to accounting topics&#44the index lists certain agencies or programs that have been used in	illustrations	or that have unique provisions within the standards .	RES	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECR6GJ	15	475	illustration	61	In addition to accounting topics&#44the index lists certain agencies or programs that have been used in	illustrations	or that have unique provisions within the standards .	RES	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECR6GJ	13	475	illustration	61	In addition to accounting topics&#44the index lists certain agencies or programs that have been used in	illustrations	or that have unique provisions within the standards .	RES	Categpory2
2UZDM25L8I9NMNTGWEXOI4QXPZIRH1	71	476	reference	61	It includes a number of moving stories about wartime heroism that can be appreciated without	reference	to its argument&#44which is pretty much superfluous .	DOT	Categpory2
2UZDM25L8I9NMNTGWEXOI4QXPZIRH1	7	476	reference	61	It includes a number of moving stories about wartime heroism that can be appreciated without	reference	to its argument&#44which is pretty much superfluous .	DOT	Category1
